,Date,PolygonId,Species
24,2000-4-1,285,Gomphidia kruegeri+Lamelligomphus formosanus
25,2000-4-1,325,Anomala expansa
26,2000-4-1,326,Arthromacra formosana
27,2000-4-1,327,Gomphidia kruegeri
28,2000-4-1,409,Cryptalaus larvatus+Cyrestis thyodamas formosana+Uloma excisa+Vespa affinis
29,2000-4-1,494,Acosmeryx formosana+Acosmeryx naga+Actias ningpoana  ningtaiwana+Agathia magnificentia+Albara reversaria+Amblychia angeronaria+Ambulyx sericeipennis+Ampelophaga rubiginosa+Amphitorna purpureofascia+Amyna stellata+Anadevidia peponis+Arichanna marginata+Asthena undulata+Atacira affinis+Berta zygophyxia+Callopistria maillardi+Callopistria repleta+Catocala intacta taiwana+Cechenena lineosa+Cechenena minor+Checupa stegeri+Chorodna creataria+Chrysodeixis acuta+Chrysodeixis eriosoma+Chrysodeixis heberachis+Cifuna locuples+Conilepia nigricosta+Cruxoruza decorata+Diarsia subtincta+Dilophodes elegans+Dindica wilemani+Discoglypha locupletata+Earias punctaria+Eilema costipuncta+Elusa ustula+Erebus ephesperis+Eudocima salaminia+Exsula dentatrix+Family Erebidae+Gelastocera exusta+Genus Abraxas+Genus Ambulyx+Genus Chartographa+Genus Dudusa+Genus Menophra+Heterolocha coccinea+Hypochrosis baenzigeri+Hypomecis cineracea+Ischyja manlia+Karana hoenei marcida+Krananda oliveomarginata+Laspeyria ruficeps+Lomographa anoxys+Lomographa claripennis+Lomographa platyleucata+Luxiaria mitorrhaphes+Marumba cristata+Meganoton analis+Metaphoenia incongrualis+Microblepsis violacea+Microxyla confusa+Monema rubriceps+Narangodes confluens+Negeta signata+Oreta fuscopurpurea+Ourapteryx clara+Ourapteryx yerburii virescens+Pangrapta costinotata+Percnia longitermen+Percnia luridaria+Phalacra kagiensis+Pilipectus taiwanus+Polyphagozerra coffeae+Rachiades lichenicolor+Rhagastis binoculata+Risoba prominens+Sarcinodes yeni+Serrodes campana+Siglophora ferreilutea+Siglophora sanguinolenta+Spilarctia postrubida+Strepsigonia diluta+Susica sinensis+Syntypistis viridipicta+Tanaorhinus viridiluteata+Theretra clotho+Thinopteryx crocoptera+Titulcia confictella+Trabala vishnou+Trisuloides taiwana+Trotocraspeda divaricata+Tyloptera bella ogatai+Xandrames latiferaria+Xenotrachea albidisca+Xerodes contiguaria+Zanclopera falcata
30,2000-4-1,533,Chrysozephyrus esakii+Deudorix epijarbas menesicles
31,2000-4-1,536,Vespa basalis+Vespa ducalis
32,2000-4-1,572,Family Staphylinidae+Genus Dianous+Genus Stenus
33,2000-4-1,579,Agathia hemithearia+Agathia laetata+Ernolatia moorei+Family Geometridae+Luxiaria mitorrhaphes+Soritia strandi+Trotocraspeda divaricata+Ziridava kanshireiensis
34,2000-4-1,695,Athetis bremusa+Family Noctuidae+Genus Westermannia+Paragona dubia+Phyllodes eyndhovii+Sarbanissa subflava
35,2000-4-1,997,Zeuzera multistrigata
36,2000-4-1,1029,Vespa ducalis+Vespa velutina
37,2000-4-1,1030,Actias sinensis subaurea+Amblychia angeronaria+Amphitorna purpureofascia+Amyna punctum+Arichanna marginata+Biston perclara+Blasticorhinus bifasciata+Calletaera basipuncta+Callopistria delicata+Callopistria maillardi+Chrysodeixis minutus+Cruxoruza decorata+Dudusa synopla+Eilicrinia flava+Genus Corgatha+Genus Hypomecis+Hipoepa fractalis+Hulodes caranea+Hyblaea constellata+Marumba gaschkewitschii+Menophra taiwana+Narangodes confluens+Negeta signata+Oreta loochooana+Orgyia postica+Percnia longitermen+Periergos magna+Phalera flavescens+Phyllodes eyndhovii+Syntypistis viridipicta+Tridrepana arikana
38,2000-4-1,1032,Horithyatira decorata
39,2000-4-1,1033,Family Staphylinidae
40,2000-4-1,1064,Arcte coerula+Diarsia formosensis
41,2000-4-1,1073,Abaciscus alishanensis+Alcis admissaria+Alcis semiusta+Alcis taiwanovariegata+Amblychia moltrechti+Arichanna pryeraria+Ascotis selenaria imparata+Asthena melanosticta+Auaxa cesadaria+Belippa horrida+Biston perclara+Biston regalis+Calletaera basipuncta+Chalcoscelides castaneipars+Chiasmia monticolaria notia+Chloroclystis blanda+Chloroclystis rubroviridis+Chlorodontopera discospilata+Cleora fraterna+Comparmustilia gerontica+Corymica spatiosa+Crypsicometa ochracea+Cusiala boarmioides+Cyclidia substigmaria+Deileptenia rimosaria+Dindica taiwana+Dindica wilemani+Ectropis bhurmitra+Electrophaes moltrechti+Euchristophia cumulata+Eucyclodes lalashana+Family Geometridae+Family Limacodidae+Gasterocome pannosaria orta+Gastropacha pardalis+Genus Abraxas+Genus Gymnoscelis+Genus Hypomecis+Genus Idaea+Genus Myrioblephara+Genus Tristeirometa+Genus Ziridava+Hemistola kezukai+Heterolocha coccinea+Hydrelia bicolorata+Hypochrosis rufescens+Hypocometa clauda+Hypomecis obliquisigna+Jodis rantaizanensis+Krananda semihyalina+Kunugia brunnea+Lassaba parvalbidaria+Leucobrepsis fenestraria+Lomographa claripennis+Lomographa platyleucata+Lophophelma iterans+Lophophelma taiwana+Luxiaria amasa+Luxiaria mitorrhaphes+Macrocilix mysticata+Mahanta kawadai+Maxates thetydaria+Menophra anaplagiata+Menophra mitsundoi+Menophra nakajimai+Mnesiloba dentifascia+Monocerotesa virgata+Naxa textilis+Nordstromia semililacina+Oberthueria formosibia+Opisthograptis moelleri+Opisthograptis punctilineata+Oreta extensa+Ourapteryx caecata+Ourapteryx inspersa+Ourapteryx pallidula+Ourapteryx sciticaudaria+Ozola defectata+Palirisa cervina+Paradarisa chloauges+Paradoxopla sinuata+Paralebeda femorata+Paramaxates taiwana+Parasa shirakii+Parectropis subflava+Percnia longitermen+Pogonopygia pavidus+Prismosticta fenestrata+Prochasma dentilinea+Protoboarmia amabilis+Psilalcis albibasis+Sarcinodes yeni+Somadasys catocoides+Tanaoctenia haliaria+Tanaorhinus formosana+Tasta argozana+Thosea sinensis+Triuncina brunnea+Xandrames dholaria+Xanthorhoe saturata+Xenoplia trivialis
42,2000-4-1,1115,Arcte coerula
43,2000-4-1,1236,Agrotis segetum+Anuga lunulata+Arcte coerula+Athetis brunneolineosa+Callopistria repleta+Callyna semivitta+Catocala intacta+Cosmia restituta+Daddala lucilla+Diarsia formosensis+Diarsia nigrafasciata+Erebus gemmans+Ericeia inangulata+Family Noctuidae+Genus Westermannia+Hypocala subsatura+Hypospila bolinoides+Karana gemmifera+Paragona dubia+Phlogophora albovittata+Spodoptera cilium+Stenoloba nora+Xestia semiherbida
44,2000-4-1,1304,Nola taeniata
45,2000-4-1,1497,Family Staphylinidae
46,2000-4-1,1526,Cosmia achatina
47,2000-4-1,1818,Callyna semivitta
48,2000-4-1,1827,Genus Westermannia
49,2000-4-1,1905,Family Scelionidae
50,2000-4-1,1926,Family Staphylinidae+Genus Algon
51,2000-4-1,1948,Family Staphylinidae+Genus Stenus+Order Hymenoptera
52,2000-4-1,2829,Agathia hemithearia+Alcis semiusta+Alcis taiwanovariegata+Antitrygodes divisaria+Argyrocosma inductaria+Ascotis selenaria imparata+Badamia exclamationis+Berta zygophyxia+Catoria sublavaria+Cleora fraterna+Cleora repulsaria+Comibaena procumbaria+Cusiala boarmioides+Deileptenia rimosaria+Dindica taiwana+Ecliptopera rectilinea kanshinensis+Ectropis bhurmitra+Ernolatia moorei+Family Geometridae+Genus Darna+Genus Idaea+Genus Maxates+Genus Scopula+Hasora badra+Herochroma cristata+Lassaba parvalbidaria+Lomographa platyleucata+Lophophelma taiwana+Luxiaria mitorrhaphes+Macaria abydata+Menophra anaplagiata+Metanastria hyrtaca+Narosa fulgens+Oberthueria formosibia+Ophthalmitis herbidaria+Ourapteryx changi+Ourapteryx clara+Pachyodes subtritus+Paradarisa comparataria+Paralebeda femorata+Phlossa conjuncta+Pingasa ruginaria+Prismosticta fenestrata+Problepsis albidior+Scopula mecysma+Somadasys catocoides+Spaniocentra hollowayi+Thalassodes immissaria+Thosea sinensis+Timandra extremaria+Trabala vishnou+Traminda aventiaria+Trilocha varians+Triuncina brunnea+Zythos avellanea
53,2000-4-1,2831,Anuga lunulata+Arcte coerula+Athetis brunneolineosa+Avatha chinensis+Batracharta divisa+Callopistria repleta+Callyna monoleuca+Callyna semivitta+Checupa stegeri+Chrysodeixis eriosoma+Chrysodeixis minutus+Craniophora harmandi+Ctenoplusia adiaphora+Daddala lucilla+Diarsia formosana+Diarsia formosensis+Diarsia sinuosa+Diarsia subtincta+Diphtherocome pulchra+Ericeia inangulata+Erygia apicalis+Eudocima salaminia+Family Noctuidae+Genus Westermannia+Hypersypnoides punctosa+Hypocala subsatura+Hypospila bolinoides+Ischyja ferrifracta+Ischyja manlia+Karana gemmifera+Lacera procellosa+Mythimna albomarginata+Mythimna plantei+Nacna malachitis+Ommatophora luminosa+Paragona dubia+Peridroma saucia+Sarbanissa cirrha+Serrodes campana+Spodoptera mauritia+Thyas juno+Thysanoplusia intermixta+Trichosea champa+Trichosea diffusa+Tycracona obliqua+Xylostola indistincta
54,2000-4-1,2872,Allodontoides tenebrosa+Arna bipunctapex+Calliteara postfusca+Chloroclystis rubroviridis+Cleora fraterna+Comostola enodata+Dudusa nobilis+Dudusa synopla+Electrophaes taiwana+Euchristophia cumulata+Euproctis kanshireia+Euproctis striata+Family Geometridae+Family Notodontidae+Genus Gymnoscelis+Genus Maxates+Genus Myrioblephara+Genus Pareclipsis+Hyperaeschrella nigribasis+Ilema kosemponica+Lymantria mathura subpallida+Maxates versicauda+Narosa fulgens+Neopheosia fasciata+Notodonta griseotincta+Olene dudgeoni+Pingasa ruginaria+Scopula mecysma+Traminda aventiaria
55,2001-1-1,158,Milionia zonea
56,2001-1-1,244,Agathia laetata+Asota plana+Beara tortriciformis+Chlorodontopera taiwana+Corymica spatiosa+Cyana hamata+Family Crambidae+Family Erebidae+Family Geometridae+Family Tortricidae+Formofentonia orbifer+Genus Arctornis+Genus Dysaethria+Genus Jodis+Genus Maxates+Genus Menophra+Genus Monobolodes+Genus Scopula+Krananda latimarginaria+Krananda oliveomarginata+Lemyra nigricosta+Lophobates inchoata+Mecodina praecipua+Nordstromia semililacina+Oreta extensa+Oxymacaria temeraria+Pseudomicronia advocataria+Spilarctia taiwanensis+Tiracola aureata
57,2001-1-1,286,Amphitorna purpureofascia+Antheraea formosana+Chabula trivitralis+Chrysaeglia magnifica+Cyana hamata+Dysaethria flavistriga+Family Erebidae+Family Geometridae+Family Tortricidae+Genus Barsine+Genus Dysaethria+Genus Oxymacaria+Heterophleps taiwana+Krananda lucidaria+Lophobates inchoata+Nordstromia semililacina+Nothomiza flavicosta+Parasa shirakii+Sesamia submarginalis+Spilarctia subcarnea+Xylostola indistincta
58,2001-1-1,325,Cheilomenes sexmaculata
59,2001-1-1,2278,Orthobula spiniformis
60,2001-1-1,2804,Phlogiellus watasei
61,2001-4-1,274,Jamides alecto dromicus
62,2001-4-1,494,Acherontia styx+Ambulyx sericeipennis+Calletaera postvittata+Callopistria maillardi+Cernyia arizana+Corymica spatiosa+Dindica wilemani+Eilema costipuncta+Genus Menophra+Genus Narosa+Hipoepa fractalis+Horipsestis mushana+Hypena amica+Krananda semihyalina+Lomographa margarita+Lophobates ochrolaria+Luxiaria mitorrhaphes+Menophra taiwana+Moma abbreviata+Negeta signata+Nudaria ranruna+Paraona staudingeri+Parum colligata+Phalera flavescens+Strepsigonia diluta+Trotocraspeda divaricata+Xanthorhoe saturata+Xenoplia trivialis+Xerodes contiguaria
63,2001-4-1,536,Parapolybia varia+Polistes (Gyrostoma) rothneyi
64,2001-4-1,1074,Abraxas adilluminata+Abraxas tenuisuffusa+Anisoneura salebrosa+Argyarctia reikoae+Arichanna pryeraria+Auaxa cesadaria+Barsine albidorsalis+Batracharta divisa+Callopistria maillardi+Cernyia arizana+Checupa stegeri+Chrysodeixis taiwani+Crypsicometa homoema+Ctenoplusia adiaphora+Daddala lucilla+Euplexidia angusta+Family Erebidae+Genus Biston+Genus Hypena+Hypena iconicalis+Hypena tenebralis+Hypersypnoides submarginata+Krananda semihyalina+Lomographa anoxys+Lomographa margarita+Lophoruza lunifera+Lymantria concolor+Macrauzata fenestraria+Menophra taiwana+Mythimna radiata+Notodonta griseotincta+Opisthograptis punctilineata+Orthocabera sericea+Orthozona curvilineata+Ourapteryx clara+Parapsestis tomponis+Psyra spurcataria+Spilarctia clava+Xenotrachea albidisca
65,2001-4-1,1075,Diphtherocome pulchra+Ditrigona triangularia+Family Lasiocampidae+Hylophilodes tsukusensis+Lemyra wernerthomasi+Nacna malachitis+Nordstromia semililacina+Notodonta griseotincta+Oreta brunnea+Oreta extensa+Ourapteryx taiwana+Taicallimorpha albipuncta+Trichosea diffusa
66,2001-4-1,1477,Chrysodeixis heberachis+Xyleutes strix
67,2001-4-1,1488,Brunia antica+Chrysodeixis minutus+Diomea insulana+Eilema ratonis+Eumenes labiatus+Eumenes punctatus+Family Lasiocampidae+Family Limacodidae+Macrobrochis gigas+Maliattha picata+Paraona staudingeri+Parasa shirakii+Spilarctia wilemani+Zonoplusia ochreata
68,2001-4-1,1490,Parum colligata
69,2001-4-1,1497,Agathia magnificentia+Albara reversaria+Amblychia angeronaria+Antha grata+Asura tricolor+Barsine sauteri+Berta zygophyxia+Biston perclara+Callidrepana patrana+Callopistria maillardi+Callopistria placodoides+Chorodna ochreimacula+Chrysodeixis eriosoma+Chytonix umbrifera+Clanis bilineata+Corymica spatiosa+Demonarosa rufotessellata+Dindica taiwana+Dindica wilemani+Dudusa nobilis+Dudusa synopla+Elusa ustula+Erebus ephesperis+Eublemma ragusana+Eugoa grisea+Eumelea ludovicata+Eumenes punctatus+Family Erebidae+Family Sphingidae+Formofentonia orbifer+Garaeus apicata+Genus Chartographa+Genus Data+Genus Narosa+Genus Plataplecta+Genus Scopelodes+Goenycta niveiguttata+Hypena iconicalis+Krananda latimarginaria+Lemyra alikangensis+Loxaspilates montuosa+Macrobrochis gigas+Macroglossum saga+Metaemene atrigutta+Microxyla confusa+Naarda blepharota+Negeta signata+Ourapteryx clara+Pelosia muscerda+Percnia longitermen+Percnia luridaria+Sarbanissa interposita+Siglophora sanguinolenta+Strepsigonia diluta+Syntypistis viridipicta+Tanaorhinus viridiluteata+Thyatira batis+Xenoplia trivialis+Yashmakia suffusa+Zanclopera falcata
70,2001-4-1,1499,Antitrygodes divisaria+Ecliptopera rectilinea+Ecliptopera umbrosaria+Naxidia punctata+Somatina rosacea
71,2001-4-1,1508,Blasticorhinus rivulosa+Hadennia mysalis+Pseudodeltote postvittata
72,2001-4-1,1933,Tetraponera attenuata
73,2001-4-1,2152,Zizula hylax
74,2001-4-1,2620,Orancistrocerus drewseni+Parapolybia nodosa+Parapolybia varia+Polistes (Gyrostoma) gigas+Vespa ducalis
75,2001-4-1,2621,Achaea serva+Acosmeryx naga+Aedia acronyctoides+Artena dotata+Brunia antica+Chrysodeixis heberachis+Craniophora fasciata+Cretonia vegeta+Dolbina inexacta+Dudusa nobilis+Euproctis insulata+Euproctis staudingeri+Fentonia baibarana+Genus Bastilla+Liparopsis formosana+Locharna strigipennis+Lophoruza lunifera+Lymantria xylina+Metaemene atrigutta+Neopheosia fasciata+Nyctemera adversata+Orgyia postica+Oruza divisa+Paragona dubia+Parum colligata+Polyphagozerra coffeae+Psilalcis pulveraria+Serrodes campana+Spilarctia postrubida+Trigonodes hyppasia
76,2001-4-1,2633,Antitrygodes divisaria
77,2002-1-1,286,Aethaloessa calidalis+Albara reversaria+Asota heliconia+Cerynea igniaria+Creatonotos transiens+Family Crambidae+Family Erebidae+Family Geometridae+Family Notodontidae+Fascellina chromataria+Garaeus apicata+Genus Aeolanthes+Genus Asidemia+Genus Barsine+Genus Comostola+Genus Scopula+Hypomecis cineracea+Krananda oliveomarginata+Lemyra nigricosta+Oreta extensa+Ourapteryx clara+Ourapteryx yerburii virescens+Perina nuda
78,2002-1-1,449,Antheraea formosana
79,2002-1-1,579,Brahmaea wallichii+Habrosyne fraterna chekiangensis+Habrosyne indica+Langia zenzeroides+Marumba cristata+Microblepsis rugosa
80,2002-1-1,731,Euhampsonia formosana
81,2002-1-1,1074,Melanthia catenaria
82,2002-1-1,1402,Genus Maxates+Hydrelia bicolorata+Lampropteryx chalybearia+Rikiosatoa mavi+Scopula formosana+Synegiodes histrionaria ornata+Tanaoctenia haliaria+Timandra extremaria
83,2002-1-1,1529,Brahmaea wallichii+Garaeus apicata
84,2002-1-1,2024,Tirumala limniace limniace
85,2002-1-1,2288,Family Lasiocampidae
86,2002-4-1,157,Chrysaeglia magnifica
87,2002-4-1,201,Acisoma panorpoides+Pseudothemis zonata
88,2002-4-1,202,Genus Narosoideus
89,2002-4-1,204,Vanessa cardui
90,2002-4-1,244,Acosmerycoides harterti+Actias ningpoana  ningtaiwana+Aglaomorpha histrio+Ambulyx sericeipennis+Amsactoides solitaria+Aroa substrigosa+Asota egens+Attacus atlas+Bertula kosemponica+Biston perclara+Borbacha pardaria+Cania heppneri+Celenna festivaria+Chalcosia thaivana+Chiasmia monticolaria notia+Cirrhochrista spinuella+Corymica spatiosa+Cusiala boarmioides+Dahira obliquifascia+Dolbina inexacta+Entomogramma fautrix+Ethmia lineatonotella+Eumelea ludovicata+Family Erebidae+Family Geometridae+Family Pyralidae+Family Tortricidae+Fascellina chromataria+Genus Andraca+Genus Bertula+Genus Blenina+Genus Dahira+Genus Dindica+Genus Idaea+Genus Lista+Genus Lyclene+Genus Macroglossum+Genus Menophra+Genus Pyrinioides+Genus Teliphasa+Genus Teulisna+Gynautocera rubriscutellata+Langia zenzeroides+Loepa formosensis+Macrauzata minor+Macrobrochis gigas+Narosa nigrisigna+Nola marginata+Nymphicula yoshiyasui+Paralebeda femorata+Percnia luridaria+Samia wangi+Sarcinodes yeni+Setora postornata+Siccia taiwana+Somena scintillans+Tensha striatella+Timandra convectaria+Topomesoides jonasii+Trabala vishnou+Xandrames latiferaria
91,2002-4-1,248,Ictinogomphus rapax
92,2002-4-1,285,Athyma selenophora laela+Danaus chrysippus+Dichorragia nesimachus formosanus
93,2002-4-1,286,Acronicta pruinosa+Arctioblepsis rubida+Blenina senex+Borbacha pardaria+Chorodna ochreimacula+Dysaethria cretacea+Episteme lectrix sauteri+Erebus ephesperis+Family Geometridae+Genus Amata+Genus Hypopyra+Genus Menophra+Genus Phalacra+Genus Sauris+Genus Scirpophaga+Genus Synegia+Genus Trisuloides+Krananda lucidaria+Luxiaria mitorrhaphes+Lymantria xylina+Milionia zonea+Nudaria ranruna+Parapercnia giraffata+Periergos magna+Phalera flavescens flavescens+Somena scintillans+Spodoptera litura+Tamba lala+Theretra nessus+Tristrophis rectifascia+Tyspanodes hypsalis+Yashmakia suffusa+Zama horni
94,2002-4-1,370,Leptogomphus sauteri+Sinorogomphus suzukii
95,2002-4-1,410,Derispia kondoi
96,2002-4-1,412,Family Gomphidae+Sieboldius deflexus+Stylogomphus shirozui
97,2002-4-1,413,Derispia kondoi
98,2002-4-1,452,Penthema formosanum
99,2002-4-1,494,Corymica spatiosa
100,2002-4-1,536,Anterhynchium flavomarginatum+Parapolybia nodosa+Symmorphus hoozanensis
101,2002-4-1,579,Andraca olivacea+Arbudas submacula+Chalcoscelides castaneipars+Horipsestis aenea+Hysteroscene hyalina+Imma flavibasa
102,2002-4-1,733,Saturnia pyretorum
103,2002-4-1,771,Idea leuconoe clara+Ideopsis similis
104,2002-4-1,992,Subleuconycta calonesiota
105,2002-4-1,1029,Eumenes tosawae+Parapolybia nodosa+Phimenes flavopictus
106,2002-4-1,1071,Parapolybia varia+Vespula arisana
107,2002-4-1,1073,Ambulyx semiplacida
108,2002-4-1,1115,Derispia sauteri+Neoplamius endoi
109,2002-4-1,1116,Horithyatira decorata
110,2002-4-1,1195,Papilio hopponis
111,2002-4-1,1273,Genus Callopistria
112,2002-4-1,1406,Isoteinon lamprospilus formosanus+Lethe chandica+Melanitis leda+Neurothemis taiwanensis+Psolodesmus mandarinus mandarinus+Ypthima formosana+Ypthima multistriata
113,2002-4-1,1497,Corymica arnearia+Garaeus apicata+Macrobrochis gigas
114,2002-4-1,1939,Troides aeacus
115,2002-4-1,2068,Comostola laesaria
116,2003-1-1,118,Idea leuconoe clara
117,2003-1-1,284,Histia flabellicornis
118,2003-1-1,325,Asota heliconia
119,2003-1-1,415,Chrysaeglia magnifica
120,2003-1-1,578,Acosmeryx naga
121,2003-1-1,579,Antheraea yamamai+Auzatellodes arizana+Bharetta owadai+Habrosyne fraterna chekiangensis+Langia zenzeroides+Leucobrepsis taiwanensis+Macrocilix maia+Macroglossum passalus+Marumba cristata+Nadagara subnubila+Smerkata fusca
122,2003-1-1,826,Meloe formosensis
123,2003-1-1,983,Asota egens
124,2003-1-1,992,Microblepsis rugosa
125,2003-1-1,996,Lithopolia confusa+Mythimna argentata
126,2003-1-1,997,Blenina quinaria+Callopistria delicata+Callopistria repleta+Calyptra orthograpta+Chrysodeixis heberachis+Dolbina inexacta+Episparis taiwana+Eudocima salaminia+Family Noctuidae+Genus Ercheia+Peridroma saucia
127,2003-1-1,1074,Avitta taiwana+Diarsia nigrosigna+Habrosyne fraterna chekiangensis+Mythimna bistrigata+Mythimna radiata+Panolis variegatoides+Pentateucha inouei+Takapsestis wilemaniella+Xylopolia fulvireniforma
128,2003-1-1,1116,Agrotis ipsilon+Ambulyx japonica+Asura alikangiae+Barsine connexa+Callopistria repleta+Carea internifusca+Chytonix albiplaga+Clavipalpula aurariae+Cyana formosana+Cyana hamata+Cyana subalba+Diarsia canescens+Dysstroma cinereata+Eilema taiwana+Family Lasiocampidae+Family Noctuidae+Genus Egira+Langia zenzeroides+Macrochthonia fervens+Marumba gaschkewitschii+Metaemene hampsoni+Mythimna changi+Mythimna subplacida+Narangodes confluens+Nyctemera arctata+Phyllosphingia dissimilis+Spilarctia wilemani+Thysanoplusia reticulata
129,2003-1-1,1126,Mythimna radiata
130,2003-1-1,1526,Nephila pilipes
131,2003-1-1,1854,Olene mendosa
132,2003-1-1,2246,Genus Leptocoris
133,2003-4-1,73,Parnara bada
134,2003-4-1,157,Family Tortricidae+Genus Diomea+Genus Periacma+Heliophorus ila matsumurae+Lethe chandica ratnacri+Symbrenthia hypselis scatinia+Tiracola aureata
135,2003-4-1,158,Family Erebidae
136,2003-4-1,325,Genus Calliteara
137,2003-4-1,326,Eumelea ludovicata
138,2003-4-1,374,Milionia zonea
139,2003-4-1,408,Stylogomphus shirozui
140,2003-4-1,415,Asuridia inouei
141,2003-4-1,456,Syntomoides imaon
142,2003-4-1,459,Camptoloma carum
143,2003-4-1,579,Ethmia lineatonotella+Habrosyne indica+Hysteroscene hyalina+Leucobrepsis fenestraria+Macrocilix maia+Marumba sperchius+Polycanthagyna erythromelas
144,2003-4-1,582,Histia flabellicornis
145,2003-4-1,623,Ernolatia moorei
146,2003-4-1,695,Amblychia moltrechti+Eudocima okurai+Euproctis croceola+Euproctis purpureofasciata+Genus Pogonopygia+Marumba cristata+Oreta brunnea+Ourapteryx changi+Synegia estherodes+Syntypistis comatus+Vamuna alboluteora+Warreniplema fumicosta
147,2003-4-1,826,Soritia strandi
148,2003-4-1,993,Alcis semiusta+Churinga virago+Comibaena pictipennis+Genus Barsine+Genus Ourapteryx+Harutalcis fumigata+Opisthograptis punctilineata+Problepsis crassinotata+Rikiosatoa fucataria
149,2003-4-1,996,Hypomecis cineracea
150,2003-4-1,1032,Peridroma saucia
151,2003-4-1,1061,Genus Eublemma+Histia flabellicornis
